LogonId,Workgroup
demo3,temp.admin.readonly
demo3,temp.adjust.input
demo3,temp.adjust.fin
demo3,temp.economics.readonly
demo3,temp.input
demo3,temp.financials
demo3,temp.ecoresults.readonly
demo3,Portfolio
demo3,Financials.power
demo3,Financials.key
demo3,license.heavy
demo3,temp.adjust.ecoresults
demo3,temp.adjust.eco
demo3,temp.adjust.admin.readonly
demo3,profile.Finance.Regimes
demo3,license.heavy
demo57,bd.deny.02
demo57,bd.deny.01
demo57,bd.001.deny
demo57,bd.deny.03
demo57,Input.Confirm
demo57,license.heavy
demo57,Reporting
demo57,temp.adjust.admin
demo57,Reserves.base
demo57,P2V.base
demo57,profile.PP.local
demo57,Portfolio
demo57,DataFlow.key
demo57,temp.financials.readonly
demo57,temp.input
demo57,temp.adjust.fin.readonly
demo57,temp.ecoresults.readonly
demo57,temp.adjust.input.readonly
demo57,temp.admin
demo57,temp.economics.readonly
demo57,temp.adjust.eco.readonly
demo57,temp.adjust.ecoresults.readonly
demo11,bd.deny.02
demo11,bd.deny.01
demo11,bd.001.deny
demo11,bd.deny.03
demo11,data.Norway
demo11,data.Norway.Finance
demo11,temp.adjust.admin.readonly
demo11,license.heavy
demo11,temp.adjust.ecoresults
demo11,temp.adjust.eco
demo11,Portfolio
demo11,P2V.base
demo11,profile.Finance.local
demo11,Financials.key
demo11,Reporting
demo11,temp.ecoresults.readonly
demo11,temp.financials
demo11,temp.input
demo11,temp.economics.readonly
demo11,temp.adjust.fin
demo11,temp.adjust.input.readonly
demo11,temp.admin.readonly
demo54,bd.deny.02
demo54,bd.deny.01
demo54,bd.001.deny
demo54,bd.deny.03
demo54,data.NewZealand
demo54,data.NewZealand.key
demo54,Input.Confirm
demo54,license.heavy
demo54,Reporting
demo54,temp.adjust.admin
demo54,Reserves.base
demo54,P2V.base
demo54,profile.PP.local
demo54,Portfolio
demo54,DataFlow.key
demo54,temp.financials.readonly
demo54,temp.input
demo54,temp.adjust.fin.readonly
demo54,temp.ecoresults.readonly
demo54,temp.adjust.input.readonly
demo54,temp.admin
demo54,temp.economics.readonly
demo54,temp.adjust.eco.readonly
demo54,temp.adjust.ecoresults.readonly
demo60,bd.deny.02
demo60,bd.deny.01
demo60,bd.001.deny
demo60,bd.deny.03
demo60,data.Australia
demo60,Reserves.base
demo60,Reporting
demo60,Reserves.key
demo60,temp.adjust.admin.readonly
demo60,Reserves.Submitter
demo60,license.heavy
demo60,Input.Confirm
demo60,P2V.base
demo60,profile.Reserves.local.QRE
demo60,Portfolio
demo60,temp.adjust.ecoresults.deny
demo60,temp.adjust.eco.readonly
demo60,temp.economics.readonly
demo60,temp.input
demo60,temp.financials.deny
demo60,temp.adjust.fin.deny
demo60,temp.ecoresults.deny
demo60,temp.admin.readonly
demo60,temp.adjust.input.readonly
demo50,bd.deny.02
demo50,bd.deny.01
demo50,bd.001.deny
demo50,bd.deny.03
demo50,Input.Confirm
demo50,license.heavy
demo50,Reporting
demo50,temp.adjust.admin
demo50,Reserves.base
demo50,P2V.base
demo50,profile.PP.local
demo50,Portfolio
demo50,DataFlow.key
demo50,temp.financials.readonly
demo50,temp.input
demo50,temp.adjust.fin.readonly
demo50,temp.ecoresults.readonly
demo50,temp.adjust.input.readonly
demo50,temp.admin
demo50,temp.economics.readonly
demo50,temp.adjust.eco.readonly
demo50,temp.adjust.ecoresults.readonly
demo35,bd.deny.02
demo35,bd.deny.01
demo35,bd.001.deny
demo35,bd.deny.03
demo35,temp.adjust.admin.readonly
demo35,license.heavy
demo35,temp.adjust.ecoresults
demo35,temp.adjust.eco
demo35,Portfolio
demo35,P2V.base
demo35,profile.Finance.local
demo35,Financials.key
demo35,Reporting
demo35,temp.ecoresults.readonly
demo35,temp.financials
demo35,temp.input
demo35,temp.economics.readonly
demo35,temp.adjust.fin
demo35,temp.adjust.input.readonly
demo35,temp.admin.readonly
demo35,data.Georgia
demo35,data.Georgia.Finance
demo36,data.Kurdistan.Finance
demo36,bd.deny.02
demo36,bd.deny.01
demo36,bd.001.deny
demo36,bd.deny.03
demo36,temp.adjust.admin.readonly
demo36,license.heavy
demo36,temp.adjust.ecoresults
demo36,temp.adjust.eco
demo36,Portfolio
demo36,P2V.base
demo36,profile.Finance.local
demo36,Financials.key
demo36,Reporting
demo36,temp.ecoresults.readonly
demo36,temp.financials
demo36,temp.input
demo36,temp.economics.readonly
demo36,temp.adjust.fin
demo36,temp.adjust.input.readonly
demo36,temp.admin.readonly
demo36,data.Kurdistan
demo36,data.Kurdistan
demo71,bd.deny.02
demo71,bd.deny.01
demo71,bd.001.deny
demo71,bd.deny.03
demo71,Reserves.base
demo71,Reporting
demo71,Reserves.key
demo71,temp.adjust.admin.readonly
demo71,Reserves.Submitter
demo71,license.heavy
demo71,Input.Confirm
demo71,P2V.base
demo71,profile.Reserves.local.QRE
demo71,Portfolio
demo71,temp.adjust.ecoresults.deny
demo71,temp.adjust.eco.readonly
demo71,temp.economics.readonly
demo71,temp.input
demo71,temp.financials.deny
demo71,temp.adjust.fin.deny
demo71,temp.ecoresults.deny
demo71,temp.admin.readonly
demo71,temp.adjust.input.readonly
demo48,bd.deny.02
demo48,bd.deny.01
demo48,bd.001.deny
demo48,bd.deny.03
demo48,Input.Confirm
demo48,license.heavy
demo48,Reporting
demo48,temp.adjust.admin
demo48,Reserves.base
demo48,P2V.base
demo48,profile.PP.local
demo48,Portfolio
demo48,DataFlow.key
demo48,temp.financials.readonly
demo48,temp.input
demo48,temp.adjust.fin.readonly
demo48,temp.ecoresults.readonly
demo48,temp.adjust.input.readonly
demo48,temp.admin
demo48,temp.economics.readonly
demo48,temp.adjust.eco.readonly
demo48,temp.adjust.ecoresults.readonly
demo47,bd.deny.02
demo47,bd.deny.01
demo47,bd.001.deny
demo47,bd.deny.03
demo47,data.Sapura.Australia
demo47,data.Sapura.Australia.key
demo47,Input.Confirm
demo47,license.heavy
demo47,Reporting
demo47,temp.adjust.admin
demo47,Reserves.base
demo47,P2V.base
demo47,profile.PP.local
demo47,Portfolio
demo47,DataFlow.key
demo47,temp.financials.readonly
demo47,temp.input
demo47,temp.adjust.fin.readonly
demo47,temp.ecoresults.readonly
demo47,temp.adjust.input.readonly
demo47,temp.admin
demo47,temp.economics.readonly
demo47,temp.adjust.eco.readonly
demo47,temp.adjust.ecoresults.readonly
demo52,bd.deny.02
demo52,bd.deny.01
demo52,bd.001.deny
demo52,bd.deny.03
demo52,Input.Confirm
demo52,license.heavy
demo52,Reporting
demo52,temp.adjust.admin
demo52,Reserves.base
demo52,P2V.base
demo52,profile.PP.local
demo52,Portfolio
demo52,DataFlow.key
demo52,temp.financials.readonly
demo52,temp.input
demo52,temp.adjust.fin.readonly
demo52,temp.ecoresults.readonly
demo52,temp.adjust.input.readonly
demo52,temp.admin
demo52,temp.economics.readonly
demo52,temp.adjust.eco.readonly
demo52,temp.adjust.ecoresults.readonly
demo2,bd.deny.02
demo2,bd.deny.01
demo2,bd.001.deny
demo2,bd.deny.03
demo2,data.Corporate
demo2,data.Corporate.key
demo2,temp.adjust.admin
demo2,license.heavy
demo2,temp.adjust.eco.readonly
demo2,temp.adjust.input.readonly
demo2,temp.adjust.fin.readonly
demo2,temp.adjust.ecoresults.readonly
demo2,Reserves.base
demo2,Reporting
demo2,DataFlow.key
demo2,DataFlow.power
demo2,Portfolio
demo2,profile.PP.Headoffice.Power
demo2,Economics.key
demo2,temp.admin
demo2,temp.input
demo2,P2V.base
demo2,temp.financials.readonly
demo2,temp.economics.readonly
demo2,temp.ecoresults.readonly
demo13,bd.deny.02
demo13,bd.deny.01
demo13,bd.001.deny
demo13,bd.deny.03
demo13,data.Russia
demo13,data.Russia.Economics
demo13,Reporting
demo13,Economics.key
demo13,Portfolio
demo13,profile.Economics.local
demo13,P2V.base
demo13,temp.adjust.admin
demo13,temp.adjust.eco
demo13,license.heavy
demo13,Economics.Regimes.readonly
demo13,Reserves.base
demo13,temp.adjust.ecoresults
demo13,temp.financials.readonly
demo13,temp.ecoresults
demo13,data.Everyone.economics
demo13,temp.input
demo13,temp.adjust.input
demo13,temp.adjust.fin.readonly
demo13,temp.economics
demo13,temp.admin
demo1,bd.deny.02
demo1,bd.deny.01
demo1,bd.001.deny
demo1,bd.deny.03
demo1,data.Corporate
demo1,data.Corporate.Economics
demo1,Economics.regimes
demo1,Economics.unlock
demo1,temp.adjust.input
demo1,temp.adjust.fin.readonly
demo1,temp.adjust.eco
demo1,temp.adjust.ecoresults
demo1,temp.financials.readonly
demo1,Reserves.base
demo1,temp.ecoresults
demo1,temp.admin
demo1,temp.economics
demo1,Reporting
demo1,Economics.key
demo1,profile.Economics.Headoffice
demo1,P2V.base
demo1,Economics.power
demo1,license.heavy
demo1,temp.adjust.admin
demo1,Economics.regimes
demo1,Portfolio
demo1,data.Everyone.economics
demo1,temp.input
demo51,bd.deny.02
demo51,bd.deny.01
demo51,bd.001.deny
demo51,bd.deny.03
demo51,Input.Confirm
demo51,license.heavy
demo51,Reporting
demo51,temp.adjust.admin
demo51,Reserves.base
demo51,P2V.base
demo51,profile.PP.local
demo51,Portfolio
demo51,DataFlow.key
demo51,temp.financials.readonly
demo51,temp.input
demo51,temp.adjust.fin.readonly
demo51,temp.ecoresults.readonly
demo51,temp.adjust.input.readonly
demo51,temp.admin
demo51,temp.economics.readonly
demo51,temp.adjust.eco.readonly
demo51,temp.adjust.ecoresults.readonly
demo58,bd.deny.02
demo58,bd.deny.01
demo58,bd.001.deny
demo58,bd.deny.03
demo58,Input.Confirm
demo58,license.heavy
demo58,Reporting
demo58,temp.adjust.admin
demo58,Reserves.base
demo58,P2V.base
demo58,profile.PP.local
demo58,Portfolio
demo58,DataFlow.key
demo58,temp.financials.readonly
demo58,temp.input
demo58,temp.adjust.fin.readonly
demo58,temp.ecoresults.readonly
demo58,temp.adjust.input.readonly
demo58,temp.admin
demo58,temp.economics.readonly
demo58,temp.adjust.eco.readonly
demo58,temp.adjust.ecoresults.readonly
demo65,bd.deny.02
demo65,bd.deny.01
demo65,bd.001.deny
demo65,bd.deny.03
demo65,Reserves.base
demo65,Reporting
demo65,Reserves.key
demo65,temp.adjust.admin.readonly
demo65,Reserves.Submitter
demo65,license.heavy
demo65,Input.Confirm
demo65,P2V.base
demo65,profile.Reserves.local.QRE
demo65,Portfolio
demo65,temp.adjust.ecoresults.deny
demo65,temp.adjust.eco.readonly
demo65,temp.economics.readonly
demo65,temp.input
demo65,temp.financials.deny
demo65,temp.adjust.fin.deny
demo65,temp.ecoresults.deny
demo65,temp.admin.readonly
demo65,temp.adjust.input.readonly
demo12,bd.deny.02
demo12,bd.deny.01
demo12,bd.001.deny
demo12,bd.deny.03
demo12,data.Norway
demo12,Reserves.base
demo12,Reporting
demo12,Reserves.key
demo12,temp.adjust.admin.readonly
demo12,Reserves.Submitter
demo12,license.heavy
demo12,Input.Confirm
demo12,P2V.base
demo12,profile.Reserves.local.QRE
demo12,Portfolio
demo12,temp.adjust.ecoresults.deny
demo12,temp.adjust.eco.readonly
demo12,temp.economics.readonly
demo12,temp.input
demo12,temp.financials.deny
demo12,temp.adjust.fin.deny
demo12,temp.ecoresults.deny
demo12,temp.admin.readonly
demo12,temp.adjust.input.readonly
demo55,bd.deny.02
demo55,bd.deny.01
demo55,bd.001.deny
demo55,bd.deny.03
demo55,data.Sapura.NewZealand
demo55,data.Sapura.NewZealand.key
demo55,Input.Confirm
demo55,license.heavy
demo55,Reporting
demo55,temp.adjust.admin
demo55,Reserves.base
demo55,P2V.base
demo55,profile.PP.local
demo55,Portfolio
demo55,DataFlow.key
demo55,temp.financials.readonly
demo55,temp.input
demo55,temp.adjust.fin.readonly
demo55,temp.ecoresults.readonly
demo55,temp.adjust.input.readonly
demo55,temp.admin
demo55,temp.economics.readonly
demo55,temp.adjust.eco.readonly
demo55,temp.adjust.ecoresults.readonly
demo37,data.Libya.Finance
demo37,bd.deny.02
demo37,bd.deny.01
demo37,bd.001.deny
demo37,bd.deny.03
demo37,temp.adjust.admin.readonly
demo37,license.heavy
demo37,temp.adjust.ecoresults
demo37,temp.adjust.eco
demo37,Portfolio
demo37,P2V.base
demo37,profile.Finance.local
demo37,Financials.key
demo37,Reporting
demo37,temp.ecoresults.readonly
demo37,temp.financials
demo37,temp.input
demo37,temp.economics.readonly
demo37,temp.adjust.fin
demo37,temp.adjust.input.readonly
demo37,temp.admin.readonly
demo37,data.Libya
demo72,bd.deny.02
demo72,bd.deny.01
demo72,bd.001.deny
demo72,bd.deny.03
demo72,Reserves.base
demo72,Reporting
demo72,Reserves.key
demo72,temp.adjust.admin.readonly
demo72,Reserves.Submitter
demo72,license.heavy
demo72,Input.Confirm
demo72,P2V.base
demo72,profile.Reserves.local.QRE
demo72,Portfolio
demo72,temp.adjust.ecoresults.deny
demo72,temp.adjust.eco.readonly
demo72,temp.economics.readonly
demo72,temp.input
demo72,temp.financials.deny
demo72,temp.adjust.fin.deny
demo72,temp.ecoresults.deny
demo72,temp.admin.readonly
demo72,temp.adjust.input.readonly
demo38,bd.deny.02
demo38,bd.deny.01
demo38,bd.001.deny
demo38,bd.deny.03
demo38,temp.adjust.admin.readonly
demo38,license.heavy
demo38,temp.adjust.ecoresults
demo38,temp.adjust.eco
demo38,Portfolio
demo38,P2V.base
demo38,profile.Finance.local
demo38,Financials.key
demo38,Reporting
demo38,temp.ecoresults.readonly
demo38,temp.financials
demo38,temp.input
demo38,temp.economics.readonly
demo38,temp.adjust.fin
demo38,temp.adjust.input.readonly
demo38,temp.admin.readonly
demo38,data.Mexico
demo38,data.Mexico.Finance
demo9,bd.deny.02
demo9,bd.deny.01
demo9,bd.001.deny
demo9,bd.deny.03
demo9,data.Norway
demo9,data.Norway.Economics
demo9,Reporting
demo9,Economics.key
demo9,Portfolio
demo9,profile.Economics.local
demo9,P2V.base
demo9,temp.adjust.admin
demo9,temp.adjust.eco
demo9,license.heavy
demo9,Economics.Regimes.readonly
demo9,Reserves.base
demo9,temp.adjust.ecoresults
demo9,temp.financials.readonly
demo9,temp.ecoresults
demo9,data.Everyone.economics
demo9,temp.input
demo9,temp.adjust.input
demo9,temp.adjust.fin.readonly
demo9,temp.economics
demo9,temp.admin
demo4,bd.deny.02
demo4,bd.deny.01
demo4,bd.001.deny
demo4,bd.deny.03
demo4,data.Corporate
demo4,P2V.base
demo4,license.heavy
demo4,Portfolio
demo4,Reporting
demo4,profile.Reserves.Headoffice.Power
demo4,temp.ecoresults.readonly
demo4,temp.financials.deny
demo4,temp.economics.readonly
demo4,DataFlow.key
demo4,data.Corporate
demo4,temp.adjust.ecoresults.deny
demo4,temp.adjust.eco.readonly
demo4,temp.adjust.fin.readonly
demo4,temp.admin.readonly
demo4,temp.adjust.input.readonly
demo4,Reserves.base
demo4,Reserves.Administrator
demo4,Reserves.key
demo4,temp.adjust.admin.readonly
demo4,Reserves.power
demo4,temp.input
demo40,bd.deny.02
demo40,bd.deny.01
demo40,bd.001.deny
demo40,bd.deny.03
demo40,data.NewZealand
demo40,data.NewZealand.Finance
demo40,temp.adjust.admin.readonly
demo40,license.heavy
demo40,temp.adjust.ecoresults
demo40,temp.adjust.eco
demo40,Portfolio
demo40,P2V.base
demo40,profile.Finance.local
demo40,Financials.key
demo40,Reporting
demo40,temp.ecoresults.readonly
demo40,temp.financials
demo40,temp.input
demo40,temp.economics.readonly
demo40,temp.adjust.fin
demo40,temp.adjust.input.readonly
demo40,temp.admin.readonly
demo53,bd.deny.02
demo53,bd.deny.01
demo53,bd.001.deny
demo53,bd.deny.03
demo53,Input.Confirm
demo53,license.heavy
demo53,Reporting
demo53,temp.adjust.admin
demo53,Reserves.base
demo53,P2V.base
demo53,profile.PP.local
demo53,Portfolio
demo53,DataFlow.key
demo53,temp.financials.readonly
demo53,temp.input
demo53,temp.adjust.fin.readonly
demo53,temp.ecoresults.readonly
demo53,temp.adjust.input.readonly
demo53,temp.admin
demo53,temp.economics.readonly
demo53,temp.adjust.eco.readonly
demo53,temp.adjust.ecoresults.readonly
demo62,bd.deny.02
demo62,bd.deny.01
demo62,bd.001.deny
demo62,bd.deny.03
demo62,Reserves.base
demo62,Reporting
demo62,Reserves.key
demo62,temp.adjust.admin.readonly
demo62,Reserves.Submitter
demo62,license.heavy
demo62,Input.Confirm
demo62,P2V.base
demo62,profile.Reserves.local.QRE
demo62,Portfolio
demo62,temp.adjust.ecoresults.deny
demo62,temp.adjust.eco.readonly
demo62,temp.economics.readonly
demo62,temp.input
demo62,temp.financials.deny
demo62,temp.adjust.fin.deny
demo62,temp.ecoresults.deny
demo62,temp.admin.readonly
demo62,temp.adjust.input.readonly
demo45,bd.deny.02
demo45,bd.deny.01
demo45,bd.001.deny
demo45,bd.deny.03
demo45,Input.Confirm
demo45,license.heavy
demo45,Reporting
demo45,temp.adjust.admin
demo45,Reserves.base
demo45,P2V.base
demo45,profile.PP.local
demo45,Portfolio
demo45,DataFlow.key
demo45,temp.financials.readonly
demo45,temp.input
demo45,temp.adjust.fin.readonly
demo45,temp.ecoresults.readonly
demo45,temp.adjust.input.readonly
demo45,temp.admin
demo45,temp.economics.readonly
demo45,temp.adjust.eco.readonly
demo45,temp.adjust.ecoresults.readonly
demo28,bd.deny.02
demo28,bd.deny.01
demo28,bd.001.deny
demo28,bd.deny.03
demo28,data.Romania
demo28,data.Romania.Economics
demo28,Reporting
demo28,Economics.key
demo28,Portfolio
demo28,profile.Economics.local
demo28,P2V.base
demo28,temp.adjust.admin
demo28,temp.adjust.eco
demo28,license.heavy
demo28,Economics.Regimes.readonly
demo28,Reserves.base
demo28,temp.adjust.ecoresults
demo28,temp.financials.readonly
demo28,temp.ecoresults
demo28,data.Everyone.economics
demo28,temp.input
demo28,temp.adjust.input
demo28,temp.adjust.fin.readonly
demo28,temp.economics
demo28,temp.admin
demo22,bd.deny.02
demo22,bd.deny.01
demo22,bd.001.deny
demo22,bd.deny.03
demo22,data.Kurdistan
demo22,data.Kurdistan.Economics
demo22,Reporting
demo22,Economics.key
demo22,Portfolio
demo22,profile.Economics.local
demo22,P2V.base
demo22,temp.adjust.admin
demo22,temp.adjust.eco
demo22,license.heavy
demo22,Economics.Regimes.readonly
demo22,Reserves.base
demo22,temp.adjust.ecoresults
demo22,temp.financials.readonly
demo22,temp.ecoresults
demo22,data.Everyone.economics
demo22,temp.input
demo22,temp.adjust.input
demo22,temp.adjust.fin.readonly
demo22,temp.economics
demo22,temp.admin
demo43,data.Tunisia.Finance
demo43,bd.deny.02
demo43,bd.deny.01
demo43,bd.001.deny
demo43,bd.deny.03
demo43,temp.adjust.admin.readonly
demo43,license.heavy
demo43,temp.adjust.ecoresults
demo43,temp.adjust.eco
demo43,Portfolio
demo43,P2V.base
demo43,profile.Finance.local
demo43,Financials.key
demo43,Reporting
demo43,temp.ecoresults.readonly
demo43,temp.financials
demo43,temp.input
demo43,temp.economics.readonly
demo43,temp.adjust.fin
demo43,temp.adjust.input.readonly
demo43,temp.admin.readonly
demo43,data.Tunisia
demo8 ,data.Austria
demo8 ,Reserves.base
demo8 ,Reporting
demo8 ,Reserves.key
demo8 ,temp.adjust.admin.readonly
demo8 ,Reserves.Submitter
demo8 ,license.heavy
demo8 ,Input.Confirm
